id,date,price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,floors,has_waterfront,view_quality,condition_rating,grade_rating,above_ground_sqft,basement_sqft,year_built,year_renovated,zipcode,sqft_living15,sqft_lot15
3830,2014-06-26,210000,2,1,720,8040,1,0,0,3,6,720,0,1943,0,98166,2300,9500
3831,2014-12-04,835000,4,3,4030,10240,2,0,2,3,8,3310,720,1943,1994,98177,2490,7680
3832,2015-05-12,135000,2,1,600,6120,1,0,0,3,5,600,0,1943,1989,98168,1090,6120
3833,2015-03-17,230500,2,1,740,8853,1,0,0,3,6,740,0,1943,0,98166,850,8775
3834,2014-10-30,268950,3,1,1320,8100,1,0,0,3,6,880,440,1943,0,98166,1000,8100
3835,2014-06-16,245000,2,1,1200,4880,1,0,0,3,6,980,220,1943,0,98106,1040,4880
3836,2015-03-24,81000,2,1,730,9975,1,0,0,1,5,730,0,1943,0,98168,860,9000
3837,2014-10-17,190000,3,1,1260,10900,1,0,0,4,6,1260,0,1943,0,98056,1090,8137
3838,2014-06-23,165000,3,1,1200,13100,1,0,0,3,6,1200,0,1943,0,98168,1960,11285
3839,2014-11-06,216500,2,1,710,6960,1,0,0,4,6,710,0,1943,0,98178,940,7680
3840,2015-04-01,209950,2,1,1050,6250,1,0,0,4,6,840,210,1943,0,98168,1310,12500
3841,2014-10-14,225000,2,1,700,6000,1,0,0,3,6,700,0,1943,0,98055,1320,6000
3842,2015-03-06,254000,3,1,1010,7384,1,0,2,5,6,1010,0,1943,0,98056,1010,8000
3843,2014-06-09,403950,2,1,710,1136,2,0,0,4,7,710,0,1943,0,98102,1370,1173
3844,2014-06-20,355000,2,1,1240,27042,1,0,1,3,6,1000,240,1943,0,98070,2140,20059
3845,2014-09-04,229000,3,2,1760,9900,1,0,0,4,7,1760,0,1943,0,98166,1190,9900
3846,2014-05-27,280000,3,1,1200,6250,1,0,0,3,6,920,280,1943,0,98168,1280,9375
3847,2015-04-02,450600,2,1,840,7020,1.5,0,0,4,7,840,0,1943,0,98136,1310,7072
3848,2015-02-03,153000,2,1,710,9000,1,0,0,5,6,710,0,1943,0,98166,1230,9000
3849,2015-04-27,135000,2,1,750,5217,1,0,0,4,6,750,0,1943,0,98106,760,4440
3850,2015-02-27,275000,4,2,1440,10920,1,0,0,3,5,1440,0,1943,0,98056,1500,11902
3851,2014-05-23,244000,4,1,1450,8960,1,0,0,3,6,1450,0,1943,0,98146,1160,7680
3852,2014-08-19,465000,3,2,1720,5280,1,0,0,4,8,900,820,1943,0,98199,1600,6000
3853,2015-01-07,261590,2,1,760,6407,1,0,0,3,6,760,0,1943,0,98178,1050,8580
3854,2014-05-23,90000,2,1,580,7500,1,0,0,3,5,580,0,1943,0,98178,1700,11250
3855,2015-03-31,220000,2,1,580,7500,1,0,0,3,5,580,0,1943,0,98178,1700,11250
3856,2015-03-19,770000,4,3,2320,7200,1,0,0,3,7,1260,1060,1943,2000,98040,1760,7200
3857,2014-10-21,290000,2,1,770,4800,1,0,0,3,7,770,0,1943,0,98136,1390,4800
3858,2014-09-10,275000,3,1,1190,27215,1,0,0,5,7,1190,0,1943,1989,98059,1450,56628
3859,2014-09-03,330000,2,1,720,7250,1,0,0,3,5,720,0,1943,0,98027,1760,7250
3860,2014-05-28,430000,3,4,3890,7140,1,0,2,3,8,2390,1500,1943,2007,98178,1820,7320
3861,2014-05-27,480000,3,1,1150,4945,1,0,2,3,7,1150,0,1943,0,98126,1390,4945
3862,2014-10-13,330000,2,1,700,4000,1,0,0,3,6,700,0,1943,0,98136,1060,6000
3863,2014-07-25,115000,2,1,940,6000,1,0,0,3,6,940,0,1943,0,98146,1310,6000
3864,2014-07-10,400000,4,2,2680,13680,2,0,2,4,7,2350,330,1943,1965,98056,1430,11000
3865,2015-04-28,818000,3,3,2200,4800,2,0,2,3,7,1910,290,1943,1996,98103,1410,4800
3866,2015-01-02,238000,2,1,750,6480,1,0,0,3,6,750,0,1943,0,98106,1050,6390
3867,2014-06-23,685000,2,2,1300,1676,1,0,2,3,7,1300,0,1943,0,98122,1260,1740
3868,2014-10-09,240000,2,1,720,6345,1,0,0,3,6,720,0,1943,0,98106,720,6345
3869,2015-04-03,325000,5,2,1730,10532,1,0,0,4,5,1730,0,1943,0,98056,1940,8501
3870,2014-11-20,419000,2,1,720,4592,1,0,0,4,6,720,0,1943,0,98199,1030,5816
3871,2014-10-17,202500,3,1,1120,8576,1,0,0,3,6,1120,0,1943,0,98178,1050,8812
3872,2015-05-13,269500,2,1,930,4000,1,0,0,3,6,730,200,1943,0,98108,1100,5000
3873,2014-12-24,480000,2,2,1140,12000,1,0,0,3,6,1140,0,1943,0,98027,1880,6125
3874,2014-11-03,250000,2,1,800,5220,1,0,0,3,6,800,0,1943,0,98125,1910,5376
3875,2014-12-22,400000,3,1,1300,14138,1,0,0,4,7,1300,0,1943,0,98005,2440,12196
3876,2014-06-04,190000,5,2,1750,10284,1,0,0,4,5,1750,0,1943,0,98056,1560,9010
3877,2014-11-12,129888,2,1,710,9900,1,0,0,3,6,710,0,1943,0,98166,1070,9900
3878,2014-07-17,580000,3,2,2100,6874,1,0,0,3,7,1300,800,1943,0,98115,2220,5912
3879,2014-12-23,235000,3,1,1240,18000,1,0,0,2,7,1240,0,1943,0,98198,1240,18000
3880,2014-06-11,399950,2,1,710,1131,2,0,0,4,7,710,0,1943,0,98102,1370,1173
3881,2015-03-02,395000,2,1,700,7457,1,0,0,3,6,700,0,1943,0,98108,1500,7130
3882,2015-01-09,249000,3,1,1030,24750,1,0,2,3,5,1030,0,1943,0,98023,2810,28800
3883,2014-06-10,399950,2,1,710,1157,2,0,0,4,7,710,0,1943,0,98102,1370,1173
3884,2014-11-05,365000,4,1,1590,7085,1.5,0,0,3,6,1590,0,1944,0,98125,1320,7085
3885,2014-08-14,289500,3,1,960,6400,1,0,0,4,6,820,140,1944,0,98178,1200,6600
3886,2014-11-17,220000,3,1,1000,6020,1,0,0,3,6,1000,0,1944,0,98166,1300,8640
3887,2014-07-30,447000,3,1,1370,6001,1,0,0,5,7,1230,140,1944,0,98108,1370,5520
3888,2014-09-22,345500,3,1,1350,8581,1,0,0,5,6,1350,0,1944,0,98177,2080,8451
3889,2014-05-17,410000,3,2,1700,4250,1,0,0,3,6,890,810,1944,0,98199,1440,4250
3890,2014-09-22,170000,3,1,1480,5670,1,0,0,3,6,780,700,1944,0,98106,760,5040
3891,2014-06-25,260000,2,1,1120,5650,1,0,0,3,6,1120,0,1944,0,98178,1270,6875
3892,2014-08-01,445000,4,2,2630,9099,1.5,0,0,3,7,1830,800,1944,2009,98146,1430,6825
3893,2014-08-12,215000,2,1,1010,6000,1,0,0,4,6,1010,0,1944,0,98133,1610,7313
3894,2015-02-12,302000,2,1,1010,6000,1,0,0,4,6,1010,0,1944,0,98133,1610,7313
3895,2015-03-25,150000,2,1,1100,7200,1,0,0,4,6,1100,0,1944,0,98058,1390,7200
3896,2014-07-16,520000,4,2,1240,4532,1.5,0,0,4,7,1240,0,1944,0,98117,1260,4468
3897,2015-04-02,400000,3,1,1250,7157,1,0,0,3,7,1250,0,1944,2010,98125,1300,6796
3898,2015-05-05,250000,1,1,940,87120,1,0,0,3,6,940,0,1944,0,98019,1930,165528
3899,2014-08-19,443725,3,2,1250,3880,1,0,0,4,7,750,500,1944,0,98117,1240,3880
3900,2015-01-13,630000,3,2,1540,6930,1,0,0,3,7,1250,290,1944,0,98115,1760,6930
3901,2015-04-23,513000,3,2,1710,5000,1,0,0,4,7,1110,600,1944,0,98107,920,5000
3902,2015-03-20,415000,2,1,1470,6000,1,0,0,3,6,900,570,1944,0,98199,1670,6000
3903,2014-07-22,765000,5,2,2440,15143,1.5,0,4,4,8,1740,700,1944,0,98146,2390,10907
3904,2014-07-16,427500,3,1,1350,7085,1,0,0,5,7,1350,0,1944,0,98125,1350,7085
3905,2014-07-09,275000,4,2,2030,8426,2,0,0,3,7,2030,0,1944,0,98168,1190,7007
3906,2014-08-06,350000,2,1,1430,8157,1.5,0,0,3,7,1150,280,1944,0,98177,1820,8157
3907,2014-11-03,189000,2,1,790,7128,1,0,0,3,6,790,0,1944,0,98168,1110,7150
3908,2014-09-04,100000,2,1,790,6426,1,0,0,3,6,790,0,1944,0,98178,1380,6946
3909,2014-07-30,200000,4,1,1070,7467,1.5,0,0,3,7,1070,0,1944,0,98178,1160,7467
3910,2014-07-31,169500,2,1,790,7450,1,0,0,4,6,790,0,1944,0,98058,800,7450
3911,2014-07-14,515000,3,3,1540,6100,1,0,0,3,6,770,770,1944,2014,98126,1710,5950
3912,2015-03-24,750000,4,2,1950,6300,1.5,0,1,3,7,1650,300,1944,0,98115,1760,6300
3913,2014-07-18,358803,2,1,1040,5765,1,0,0,3,7,1040,0,1944,0,98133,1040,3844
3914,2014-10-10,474000,3,1,1140,4560,1,0,0,4,6,770,370,1944,0,98117,1340,3980
3915,2015-01-22,333000,3,1,950,5214,1,0,0,3,7,830,120,1944,0,98126,1490,7636
3916,2014-09-25,225000,3,1,900,6099,1,0,0,3,6,790,110,1944,0,98168,1240,6099
3917,2014-07-08,267000,3,1,1400,8100,1.5,0,0,3,6,1400,0,1944,0,98125,1420,8100
3918,2014-08-14,835000,3,2,2520,6690,2,0,2,5,8,1700,820,1944,1990,98126,1990,5792
3919,2014-10-28,226450,3,2,1730,7200,1.5,0,0,4,6,1730,0,1944,0,98032,860,7200
3920,2014-09-08,499000,3,2,1260,3135,1,0,0,4,7,780,480,1944,0,98107,1540,3025
3921,2014-05-16,342000,3,1,1260,6826,1,0,0,3,6,720,540,1944,0,98125,1300,6826
3922,2014-05-05,524000,3,2,1560,5520,1,0,0,4,6,780,780,1944,0,98199,1470,6000
3923,2015-04-28,226000,3,2,1490,6269,1,0,0,4,6,990,500,1944,0,98056,1490,7722
3924,2015-01-27,270000,3,2,1350,6696,1,0,0,5,6,680,670,1944,0,98056,1350,6700
3925,2014-06-26,252750,4,1,1230,7410,1.5,0,0,3,7,1230,0,1944,0,98166,1020,7648
3926,2014-05-07,246000,3,1,1400,7410,1,0,0,3,6,1400,0,1944,0,98166,1070,7410
3927,2015-04-27,543000,3,2,1710,8364,2,0,2,3,7,1710,0,1944,0,98136,2430,9040
3928,2015-01-28,649950,3,3,2420,7500,1,0,2,4,8,1210,1210,1944,0,98117,2340,7500
3929,2015-02-19,385000,3,2,1560,5950,1,0,0,4,6,780,780,1944,0,98125,1320,7830
3930,2014-07-19,205000,3,1,860,7467,1,0,0,3,6,860,0,1944,0,98178,1280,7467
3931,2014-09-16,118125,2,1,790,7153,1,0,0,4,6,790,0,1944,0,98168,810,7128
3932,2015-01-14,212000,2,1,790,7153,1,0,0,4,6,790,0,1944,0,98168,810,7128
3933,2014-09-08,580000,2,2,1990,6000,1,0,0,3,6,1430,560,1944,0,98199,1350,6000
3934,2015-03-19,299800,2,1,1310,2814,1,0,0,3,6,810,500,1944,0,98126,1300,1344
3935,2014-11-19,170000,2,1,810,9882,1,0,0,3,6,810,0,1944,0,98178,950,7200
3936,2014-11-05,199950,3,1,1340,7260,1.5,0,0,3,6,1340,0,1944,0,98178,1210,7260
3937,2014-09-23,150000,2,1,790,7275,1,0,0,4,6,790,0,1944,0,98058,850,7399
3938,2014-10-24,525000,3,2,1560,6000,1,0,0,3,6,780,780,1944,0,98199,1560,1734
3939,2014-06-13,153000,3,1,1270,6405,1.5,0,0,3,6,1270,0,1944,0,98178,1110,6405
3940,2015-04-30,325000,2,1,810,6827,1,0,0,3,6,810,0,1944,0,98106,990,6827
3941,2015-04-16,440000,6,3,2510,5310,1,0,0,4,7,1460,1050,1944,0,98108,1390,5407
3942,2014-09-29,560000,2,2,970,4233,1,0,0,4,7,970,0,1944,0,98199,1340,4233
3943,2014-11-24,249900,2,1,560,7560,1,0,0,3,6,560,0,1944,0,98126,990,7560
3944,2014-05-03,553000,2,1,900,5000,1,0,0,3,7,900,0,1944,0,98117,1280,5000
3945,2015-02-19,289900,3,1,1180,7068,1,0,0,3,6,1180,0,1944,0,98178,1180,7068
3946,2015-04-09,557800,4,2,1550,6000,1,0,0,5,7,1550,0,1944,0,98199,1550,6000
3947,2014-10-25,159075,4,2,1580,6200,1,0,0,3,6,790,790,1944,0,98178,1320,6499
3948,2014-09-26,364500,3,1,1600,4489,1,0,2,3,6,800,800,1944,0,98126,1640,6013
3949,2014-07-28,585000,3,2,1480,4800,2,0,0,4,7,1140,340,1944,0,98199,1810,4800
3950,2014-05-08,385000,3,2,1890,9920,1,0,0,3,7,1230,660,1944,0,98125,1380,9086
3951,2014-09-10,264250,3,1,1420,7420,1.5,0,0,3,6,1420,0,1944,0,98178,1290,6600
3952,2014-11-14,339950,5,2,1890,6050,2,0,0,4,7,1890,0,1944,0,98178,1170,6050
3953,2015-04-22,372500,2,1,880,10950,1,0,0,4,7,880,0,1944,0,98133,1450,7560
3954,2014-06-24,230000,4,2,1850,6000,1,0,0,4,6,1270,580,1944,0,98178,1270,6600
3955,2014-07-22,487000,3,2,1770,10125,2,0,0,3,7,1770,0,1944,1978,98133,1680,9825
3956,2014-05-29,529000,3,1,1590,6420,1,0,0,3,7,1590,0,1944,0,98136,1780,5900
3957,2015-01-02,166000,2,1,870,8487,1,0,0,4,6,870,0,1944,0,98178,1350,6850
3958,2015-02-25,529500,2,1,900,4800,1,0,0,4,6,780,120,1944,0,98199,1270,5520
3959,2014-07-14,202000,1,1,590,5650,1,0,0,3,6,590,0,1944,0,98118,980,5650
3960,2014-12-12,385000,3,2,1560,14288,1,0,0,3,6,780,780,1944,0,98125,1320,8928
3961,2014-08-19,299999,4,2,1640,7200,1,0,0,5,6,820,820,1944,0,98166,1640,8200
3962,2015-03-02,350000,2,2,1150,7552,1,0,1,3,7,1150,0,1944,0,98125,1910,8145
3963,2014-05-05,206000,2,1,810,7158,1,0,0,5,6,810,0,1944,0,98168,1090,7158
3964,2014-11-03,375000,3,1,1780,5236,1.5,0,0,5,6,1050,730,1944,0,98146,1260,5320
3965,2015-04-29,162248,2,1,800,8960,1,0,0,4,6,800,0,1944,0,98058,850,8082
3966,2015-01-12,222900,2,1,1110,6411,1,0,0,3,6,1110,0,1944,0,98178,1150,6504
3967,2014-05-02,440000,2,1,800,4850,1,0,0,4,7,800,0,1944,0,98107,1150,4365
3968,2014-07-29,205000,4,2,2200,13320,1,0,0,3,6,1100,1100,1944,0,98168,1330,6099
3969,2015-04-02,340000,4,1,1140,13440,1,0,0,2,5,1140,0,1944,0,98166,1450,7560
3970,2015-03-18,170000,3,1,790,6750,1,0,0,2,6,790,0,1944,0,98178,960,6298
3971,2014-11-14,284000,3,1,1080,8214,1,0,0,3,7,1080,0,1944,0,98133,1850,13560
3972,2014-07-14,380000,3,1,1020,4800,1,0,0,3,7,1020,0,1944,0,98118,1400,5465
3973,2014-11-17,395000,4,2,2240,7085,1.5,0,0,3,7,2240,0,1944,1992,98125,1440,7085
3974,2014-12-26,275000,3,2,1340,9764,1,0,0,3,7,1340,0,1944,0,98052,1310,9764
3975,2015-01-31,690000,3,3,2590,4961,2,0,0,3,9,2590,0,1944,2007,98126,1230,4961
3976,2014-11-21,475999,4,2,1880,4175,1.5,0,0,3,7,1090,790,1944,0,98107,1700,3758
3977,2014-10-07,500000,3,2,960,4600,1,0,0,3,6,960,0,1944,0,98033,2230,9350
3978,2014-05-13,665000,3,2,1940,5820,1.5,0,0,5,7,1150,790,1944,0,98107,990,3880
3979,2014-06-03,409950,2,2,1370,5125,1,0,0,5,6,1370,0,1944,0,98103,1200,5100
3980,2014-12-15,269950,4,3,2390,7309,2,0,0,4,7,2390,0,1944,1981,98002,930,7308
3981,2014-09-05,200000,2,1,790,5985,1,0,0,3,6,790,0,1944,0,98178,1030,5985
3982,2014-09-09,229950,2,1,920,7716,1,0,0,3,6,920,0,1944,0,98178,1410,7128
3983,2015-02-24,240000,4,2,1750,7800,1,0,0,4,6,1750,0,1944,0,98166,1270,7800
3984,2014-05-29,445000,4,2,1990,4725,1.5,0,0,4,7,1190,800,1944,0,98126,1240,4961
3985,2015-04-03,565500,3,2,1780,5850,1,0,0,5,7,980,800,1944,0,98116,1550,5850
3986,2014-11-04,380950,2,1,1430,7819,1,0,0,3,7,1110,320,1944,0,98125,1380,7473
3987,2014-11-25,530000,4,3,2000,4700,1.5,0,0,4,7,1220,780,1944,0,98117,1560,4700
3988,2014-10-30,219900,3,1,860,6664,1,0,0,3,6,860,0,1944,0,98178,1150,6857
3989,2014-05-07,361280,2,1,820,6400,1,0,0,4,7,820,0,1944,0,98126,1490,6400
3990,2014-10-15,194000,3,1,1180,6050,1,0,0,3,6,820,360,1944,0,98178,1070,6050
3991,2014-10-31,249950,5,2,1730,7375,1,0,0,4,6,1730,0,1944,0,98178,1550,7125
3992,2014-10-17,225000,2,1,800,6050,1,0,0,4,6,800,0,1944,0,98178,880,6050
3993,2014-10-14,262500,3,2,1130,7200,1,0,0,4,6,1130,0,1944,0,98166,1270,7500
3994,2014-06-10,227000,4,1,1200,7200,1.5,0,0,3,6,1200,0,1944,0,98178,1070,6050
3995,2014-11-10,362000,3,2,1120,9730,1,0,0,3,7,1120,0,1944,1989,98011,2530,8717
3996,2015-02-25,396000,4,1,1040,4420,1.5,0,0,3,6,1040,0,1944,0,98117,1310,4920
3997,2015-02-24,229950,3,1,1030,12700,1,0,0,4,5,1030,0,1944,0,98032,1140,6955
3998,2015-04-30,600000,2,2,1270,5000,1,0,0,3,6,1270,0,1944,0,98107,2190,5000
3999,2015-02-25,322000,3,1,1380,5864,1,0,0,3,7,790,590,1944,0,98133,1509,5864
4000,2014-08-05,242000,3,2,1580,6099,1,0,0,5,7,790,790,1944,0,98168,1330,6099
4001,2014-06-12,560000,4,2,1880,3880,1.5,0,0,4,7,1090,790,1944,0,98107,1390,3880
4002,2015-02-20,460000,3,1,1130,7000,1,0,0,3,6,830,300,1944,0,98125,1050,7000
4003,2015-02-11,293000,4,1,1130,8308,1.5,0,0,4,6,1130,0,1944,0,98166,1130,8652
4004,2015-03-11,159100,2,1,790,7095,1,0,0,3,6,790,0,1944,0,98178,1150,7200
4005,2014-12-16,310000,1,1,920,8282,1.5,0,0,3,6,920,0,1944,1980,98011,2260,14025
4006,2014-12-04,273500,4,1,1360,6000,1,0,0,4,6,1020,340,1944,0,98168,1230,6000
4007,2014-12-23,415000,2,1,760,4000,1,0,0,3,7,760,0,1944,0,98117,1520,4000
4008,2014-06-27,397000,5,1,1170,6757,1,0,0,4,6,800,370,1944,0,98125,1590,6794
4009,2015-04-27,332500,4,1,1670,8102,1.5,0,0,3,6,1670,0,1944,0,98166,1310,7906
4010,2014-08-08,235000,4,1,1500,6360,1.5,0,0,3,6,1500,0,1944,0,98178,1190,6360
4011,2014-08-18,280000,3,2,1550,7410,1.5,0,0,5,7,1550,0,1944,0,98178,1250,7467
4012,2014-09-02,165000,4,1,1220,7980,1.5,0,0,3,6,1220,0,1944,0,98178,1210,7920
4013,2015-03-04,260000,4,1,1220,7980,1.5,0,0,3,6,1220,0,1944,0,98178,1210,7920
4014,2014-05-18,488000,2,2,1360,4688,1,0,0,3,7,780,580,1944,0,98115,1340,4750
4015,2014-07-10,250000,3,1,1010,8711,1,0,0,5,6,1010,0,1944,0,98056,1250,8053
4016,2014-09-04,980000,4,4,3250,11780,2,0,0,3,8,2360,890,1944,2001,98004,1800,9000
4017,2015-03-27,390000,2,1,1080,4725,1.5,0,0,3,7,1080,0,1944,0,98126,1520,4961
4018,2015-02-18,221347,3,2,1580,6655,1,0,0,3,6,790,790,1944,0,98178,1090,6655
4019,2014-07-23,535000,2,4,2560,5000,1,0,0,4,6,1280,1280,1944,0,98107,1390,4000
4020,2015-02-16,199900,4,2,1790,12000,1,0,0,5,6,1790,0,1944,0,98001,1550,9840
4021,2014-08-20,619790,3,2,1040,5097,1,0,0,4,7,800,240,1944,0,98199,1630,5097
4022,2014-06-09,235000,3,1,1590,13000,1.5,0,0,3,6,1590,0,1944,0,98166,1460,8400
4023,2014-07-12,451000,2,1,900,6000,1,0,0,3,7,900,0,1944,2004,98115,1460,4800
4024,2014-06-23,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,1190,6780
4025,2014-10-20,900000,4,2,1190,8190,1.5,0,0,3,7,1190,0,1945,0,98117,1190,1567
4026,2014-06-26,225000,3,2,1700,11475,1,0,0,5,6,970,730,1945,0,98146,1560,11475
4027,2014-11-05,799000,4,3,2390,6820,2,0,0,4,7,2140,250,1945,0,98115,1980,6820
4028,2014-06-03,500000,3,2,1620,4200,1,0,0,5,7,830,790,1945,0,98115,1580,5000
4029,2014-08-25,360000,2,2,1180,3200,1,0,1,4,6,590,590,1945,0,98136,1350,4000
4030,2014-05-21,420850,1,1,960,40946,1,0,0,5,5,960,0,1945,0,98014,1320,20350
4031,2014-10-01,439000,2,1,800,5100,1,0,0,3,7,800,0,1945,0,98117,1330,5100
4032,2014-07-22,399950,4,2,1850,6125,1.5,0,0,3,6,1110,740,1945,0,98126,990,6125
4033,2015-03-13,398500,3,1,1200,15960,1.5,0,0,3,6,1200,0,1945,0,98125,1120,7800
4034,2014-10-03,273000,2,1,1180,7750,1,0,0,4,6,590,590,1945,0,98155,1380,8976
4035,2014-05-19,366500,4,3,2070,9300,1,0,0,5,7,1120,950,1945,0,98155,1010,8308
4036,2014-06-19,703000,3,2,1360,5980,1.5,0,0,3,8,1360,0,1945,2008,98116,1520,4440
4037,2014-10-10,536000,3,2,1580,3764,1.5,0,0,3,7,1280,300,1945,0,98107,1560,3764
4038,2014-05-19,560000,4,1,1660,4690,1.5,0,0,3,7,1260,400,1945,0,98117,1400,3876
4039,2014-11-25,700000,4,2,1730,6500,1,0,0,3,7,1250,480,1945,0,98115,1910,8100
4040,2014-08-06,765000,3,2,2440,5800,1,0,3,4,8,1320,1120,1945,0,98199,2530,5800
4041,2014-10-10,700000,2,1,1160,17635,1,1,4,3,6,1160,0,1945,0,98178,1510,13122
4042,2015-05-04,658600,4,2,1400,4690,1.5,0,0,4,7,1400,0,1945,0,98117,1400,4690
4043,2014-09-25,359000,4,2,1580,6396,1,0,0,4,6,790,790,1945,0,98126,1180,6396
4044,2015-01-27,122000,2,1,860,6000,1,0,0,3,6,860,0,1945,0,98022,1300,6000
4045,2014-09-30,245000,2,1,820,7475,1,0,0,3,6,820,0,1945,0,98133,1030,5720
4046,2014-07-30,535000,4,2,1580,5000,1.5,0,0,3,7,1390,190,1945,0,98107,1580,5000
4047,2014-10-18,1008000,3,3,2240,41339,1,0,0,4,9,2240,0,1945,1992,98005,2900,45738
4048,2015-02-20,132500,3,1,850,8573,1,0,0,3,6,600,250,1945,0,98146,850,8382
4049,2014-05-02,640000,4,2,1520,6200,1.5,0,0,3,7,1520,0,1945,0,98115,1910,6200
4050,2014-10-08,330000,2,1,880,1753,2,0,0,4,7,880,0,1945,0,98199,1010,1748
4051,2015-04-28,470000,5,2,2740,9600,1,0,0,4,7,1370,1370,1945,0,98144,1990,4800
4052,2014-11-12,281000,3,1,1340,21336,1.5,0,0,4,5,1340,0,1945,0,98032,1340,37703
4053,2015-04-27,476500,3,1,1200,6120,1,0,0,4,7,950,250,1945,0,98115,1550,6120
4054,2015-03-04,690000,3,1,1090,4000,1.5,0,0,4,7,1090,0,1945,0,98117,1520,4000
4055,2014-07-03,850000,3,3,3230,5000,2,0,2,5,8,2430,800,1945,0,98117,1820,5000
4056,2015-01-09,323000,2,1,880,1712,2,0,0,4,7,880,0,1945,0,98199,1360,1748
4057,2014-08-26,630000,3,1,1360,13000,1,0,0,5,6,1360,0,1945,0,98010,1890,19650
4058,2014-10-10,610000,3,1,1000,4959,1,0,0,3,8,1000,0,1945,0,98105,2240,4959
4059,2015-04-28,800000,3,3,2100,4440,2,0,4,3,7,2100,0,1945,0,98116,2100,6000
4060,2014-08-26,294010,3,2,1550,4057,1,0,0,3,6,830,720,1945,0,98106,1100,4116
4061,2014-08-27,150550,4,1,1470,6061,1.5,0,0,3,7,1470,0,1945,0,98168,1230,6175
4062,2015-05-04,295000,2,1,750,4500,1,0,0,3,6,750,0,1945,0,98122,1540,4000
4063,2015-02-04,241000,3,1,880,6050,1,0,0,3,6,880,0,1945,0,98178,1130,6050
4064,2015-05-04,415000,3,2,1360,1795,2,0,0,3,7,1360,0,1945,0,98199,1580,1795
4065,2014-09-23,1112500,6,4,3600,6224,2,0,0,3,9,2610,990,1945,2006,98199,1430,6224
4066,2015-04-09,300000,2,2,1300,6120,1,0,0,3,6,820,480,1945,0,98146,1250,6120
4067,2014-08-21,180000,3,1,840,5700,1,0,0,4,5,840,0,1945,0,98038,1430,12600
4068,2015-04-03,970000,2,1,1290,5376,1,0,0,3,6,1290,0,1945,0,98115,1180,5376
4069,2014-07-15,600000,3,1,940,19000,1,0,0,3,6,940,0,1945,0,98004,2280,19000
4070,2015-01-20,190000,1,1,780,77603,1,0,0,1,5,780,0,1945,0,98058,1750,30847
4071,2015-02-19,258000,2,2,750,6553,1.5,0,2,3,7,750,0,1945,0,98178,1140,7500
4072,2014-10-10,403500,1,1,700,5621,1,0,0,4,6,700,0,1945,0,98133,1020,5621
4073,2014-06-19,120000,2,1,990,39964,1,0,0,2,4,990,0,1945,0,98042,1560,8990
4074,2014-11-10,507000,4,2,1360,2746,1.5,0,0,3,7,1360,0,1945,2011,98107,1960,2746
4075,2014-10-21,225000,3,2,1370,10866,1,0,0,4,6,1370,0,1945,0,98052,1580,14250
4076,2014-12-22,270000,3,2,1370,10866,1,0,0,4,6,1370,0,1945,0,98052,1580,14250
4077,2014-05-20,396675,2,1,1730,6375,2,0,0,4,6,1730,0,1945,0,98126,1180,6250
4078,2014-10-09,306950,1,1,730,5005,1,0,0,4,5,730,0,1945,0,98117,1630,5667
4079,2014-11-19,525000,4,2,1430,6380,1.5,0,0,4,7,1130,300,1945,0,98115,1570,6380
4080,2014-12-16,257100,3,2,1500,10227,1,0,0,4,7,1000,500,1945,0,98022,1490,7670
4081,2014-10-15,273000,3,1,1500,6250,1,0,0,3,6,890,610,1945,0,98126,1210,6250
4082,2014-06-05,466500,3,1,1430,3840,1,0,0,3,7,950,480,1945,0,98117,1430,3840
4083,2014-10-28,550000,4,3,1690,6090,1.5,0,0,3,7,1400,290,1945,0,98115,1820,6090
4084,2014-08-25,392000,3,1,1090,6125,1,0,0,4,6,790,300,1945,0,98126,1050,6125
4085,2015-03-04,360000,3,1,1280,3870,1,0,0,3,7,640,640,1945,0,98122,1280,4800
4086,2014-05-02,650000,4,2,1820,5000,1.5,0,1,3,7,1640,180,1945,0,98115,2060,5000
4087,2014-10-07,188000,1,1,550,16345,1,0,0,3,4,550,0,1945,0,98106,1100,9240
4088,2014-07-08,412000,3,2,1880,5752,1,0,0,4,7,940,940,1945,0,98126,1110,5201
4089,2014-06-19,352450,3,2,1430,6000,1,0,0,5,7,1430,0,1945,0,98155,1630,6315
4090,2015-04-24,335000,2,1,1800,8900,1,0,0,3,6,900,900,1945,0,98168,2040,10450
4091,2014-05-21,452000,4,2,1660,6150,1,0,0,3,6,850,810,1945,0,98126,1110,6250
4092,2014-09-23,525000,4,2,1580,6360,1.5,0,0,3,7,1290,290,1945,0,98115,1690,6360
4093,2014-05-05,600000,3,2,1880,6360,1,0,0,4,7,1040,840,1945,0,98115,1770,6175
4094,2015-03-13,475000,3,2,1520,8100,1,0,0,5,6,760,760,1945,0,98117,1040,8100
4095,2014-06-26,626000,3,2,2430,5000,2,0,0,4,7,1760,670,1945,0,98117,1320,4062
4096,2015-04-21,435000,4,3,2180,6500,2,0,0,3,7,1410,770,1945,0,98126,920,6500
4097,2014-08-27,537000,4,2,1560,7104,1.5,0,0,3,7,1140,420,1945,0,98105,1850,7105
